layer,x,y,visual_label,behavior,parameter,modifiers,purpose,usage_notes,source
0,11,3,/,Key Press,ForwardSlash and QuestionMark,,Base typing key for the main work layout.,Sends ForwardSlash and QuestionMark.,canonical (base key)
0,12,3,\,Key Press,Backslash and Pipe,,"International backslash/pipe (US HID). On Norwegian Windows this key is layout-dependent (often |); not English apostrophe — use Win+Space to US English for ' in contractions, or type ø/æ on their base positions.",Sends Backslash and Pipe scancode.,canonical (base key)
0,3,4,Nav,coach_l1_hold,,,Hold Nav for layer 1 navigation/editing.,Coach beacon: momentary layer 1 + BLE hold signal (Ctrl+Alt+Shift+F13/F14).,canonical (frozen/critical)
0,4,4,␣,Key Press,Spacebar,,"Thumb/control key for typing, layer access, mouse access, or Enter.",Sends Spacebar.,canonical (frozen/critical)
0,5,4,Ctrl+5,Key Press,5 and Percent,L Ctrl,Calls,"App: Microsoft Teams, importance=3.0",evolved
0,7,4,System,coach_l4_hold,,,Hold System for layer 4 Bluetooth/output/helpers.,Coach beacon: momentary layer 4 + BLE hold signal (Ctrl+Alt+Shift+F19/F20).,canonical (frozen/critical)
0,8,4,Window,coach_l3_hold,,,Hold Window for layer 3 window/app/desktop control.,Coach beacon: momentary layer 3 + BLE hold signal (Ctrl+Alt+Shift+F17/F18).,canonical (frozen/critical)
0,4,5,Ctrl+K Ctrl+S,Key Press,S,L Ctrl+K+L Ctrl,Keyboard shortcuts,"App: Visual Studio Code, importance=0.18000000000000002",evolved
0,5,5,Mouse,coach_l2_hold,,,Hold Mouse for layer 2 mouse lock/buttons.,Coach beacon: momentary layer 2 + BLE hold signal (Ctrl+Alt+Shift+F15/F16).,canonical (base key)
0,7,5,Ret,Key Press,Return Enter,,"Thumb/control key for typing, layer access, mouse access, or Enter.",Sends Return Enter.,canonical (frozen/critical)
1,0,0,Win+B,Key Press,B,L GUI,Evolved (evo_best_gen150): Sends L GUI+B.,Sends L GUI+B.,canonical (base key)
1,1,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
1,2,0,Ctrl+S,Key Press,S,L Ctrl,Save page as,"App: Browser (Chrome/Edge), importance=0.95",evolved
1,3,0,Ctrl+Alt+Down,Key Press,DownArrow,L Ctrl+L Alt,Add cursor below,"App: Visual Studio Code, importance=5.4",evolved
1,4,0,Win+I,Key Press,I,L GUI,Evolved (evo_best_gen150): Sends L GUI+I.,Sends L GUI+I.,canonical
1,5,0,Ctrl+Enter,Key Press,Return Enter,L Ctrl,Send (expanded mode),"App: Microsoft Teams, importance=10.0",evolved
1,7,0,Shift+Enter,Key Press,Return Enter,L Shift,New line in message,"App: Microsoft Teams, importance=6.0",evolved
1,8,0,Ctrl+V,Key Press,V,L Ctrl,Paste,"App: Microsoft Teams, importance=10.0",evolved
1,9,0,Ctrl+Alt+Up,Key Press,UpArrow,L Ctrl+L Alt,Add cursor above,"App: Visual Studio Code, importance=5.4",evolved
1,10,0,Alt+F12,Key Press,F12,L Alt,Peek definition,"App: Visual Studio Code, importance=5.4",evolved
1,11,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical (base key)
1,12,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical (base key)
1,0,1,Code,Toggle Layer,Layer::5,,Toggle to Code/IDE layer (L5).,Toggle Layer 5.,canonical
1,1,1,F1,Key Press,F1,,Help,"App: Browser (Chrome/Edge), importance=0.19",evolved
1,2,1,Ctrl+K Ctrl+W,Key Press,W,L Ctrl+K+L Ctrl,Close all editors,"App: Visual Studio Code, importance=0.9",evolved
1,3,1,Win+3,Key Press,3 and Hash,L GUI,Open/switch pinned app 3,"App: Windows 11, importance=6.0",evolved
1,4,1,Shift+Alt+Left,Key Press,LeftArrow,L Shift+L Alt,Shrink selection,"App: Visual Studio Code, importance=2.7",evolved
1,5,1,Win+D,Key Press,D,L GUI,Show/hide desktop,"App: Windows 11, importance=6.0",evolved
1,7,1,Ctrl+Shift+T,Key Press,T,L Ctrl+L Shift,Reopen closed tab,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
1,8,1,Ctrl+Left,Key Press,LeftArrow,L Ctrl,Jump to left edge of data,"App: Microsoft Excel, importance=5.0",evolved
1,9,1,Ctrl+J,Key Press,J,L Ctrl,Downloads,"App: Browser (Chrome/Edge), importance=0.95",evolved
1,10,1,Ctrl+Shift+C,Key Press,C,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+C.,Sends L Ctrl+L Shift+C.,canonical
1,11,1,Ctrl+Right,Key Press,RightArrow,L Ctrl,Jump to right edge of data,"App: Microsoft Excel, importance=5.0",evolved
1,12,1,Ctrl+Space,Key Press,Spacebar,L Ctrl,Select entire column,"App: Microsoft Excel, importance=3.0",evolved
1,0,2,Ctrl+G,Key Press,G,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+G.,Sends L Ctrl+G.,canonical (base key)
1,1,2,Ctrl+Shift+9,Key Press,9 and Left Bracket,L Ctrl+L Shift,Unhide rows,"App: Microsoft Excel, importance=0.5",evolved
1,2,2,Win+Down,Key Press,DownArrow,L GUI,Minimize / restore,"App: Windows 11, importance=6.0",evolved
1,3,2,Win+Shift+Right,Key Press,RightArrow,L GUI+L Shift,Move to right monitor,"App: Windows 11, importance=6.0",evolved
1,4,2,Win+Right,Key Press,RightArrow,L GUI,Snap window right,"App: Windows 11, importance=10.0",evolved
1,5,2,Ctrl+B,Key Press,B,L Ctrl,Bold,"App: Microsoft Teams, importance=6.0",evolved
1,7,2,Ctrl+Shift+D,Key Press,D,L Ctrl+L Shift,Decline call,"App: Microsoft Teams, importance=3.0",evolved
1,8,2,Ctrl+Shift+S,Key Press,S,L Ctrl+L Shift,Attach file,"App: Microsoft Teams, importance=3.0",evolved
1,9,2,MB1,Mouse Key Press,MB1,,Left click,"App: Mouse, importance=9.0",evolved
1,10,2,→,Key Press,RightArrow,,Navigation key for cursor/page movement.,Sends RightArrow.,canonical
1,11,2,Ctrl+End,Key Press,End,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+End.,Sends L Ctrl+End.,canonical
1,12,2,Ctrl+K,Key Press,K,L Ctrl,Insert link,"App: Microsoft Teams, importance=3.0",evolved
1,0,3,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
1,1,3,Ctrl+8,Key Press,8 and Star,L Ctrl,Switch to tab 8,"App: Browser (Chrome/Edge), importance=0.19",evolved
1,2,3,RightArrow,Key Press,RightArrow,,Right arrow,"App: Mouse, importance=8.0",evolved
1,3,3,?,Key Press,?,,Show Vimium help,"App: Browser (Chrome/Edge), importance=0.95",evolved
1,4,3,Up,Key Press,UpArrow,,Evolved (evo_best_gen150): Sends UpArrow.,Sends UpArrow.,canonical (base key)
1,5,3,Win+Ctrl+Left,Key Press,LeftArrow,L GUI+L Ctrl,Switch desktop left,"App: Windows 11, importance=3.0",evolved
1,7,3,C,Key Press,C,L Ctrl,Control-modified editing shortcut.,Sends L Ctrl+C.,canonical
1,8,3,Ctrl+Home,Key Press,Home,L Ctrl,Go to cell A1,"App: Microsoft Excel, importance=3.0",evolved
1,9,3,coach_game_lock,coach_game_lock,,,Evolved (evo_best_gen150): coach_game_lock,,canonical (base key)
1,10,3,Ctrl+Shift+End,Key Press,End,L Ctrl+L Shift,Select to last used cell,"App: Microsoft Excel, importance=1.5",evolved
1,11,3,MB3,Mouse Key Press,MB3,,Middle click,"App: Mouse, importance=7.0",evolved
1,12,3,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical (base key)
1,3,4,Win+N,Key Press,N,L GUI,Evolved (evo_best_gen150): Sends L GUI+N.,Sends L GUI+N.,canonical
1,4,4,Win+C,Key Press,C,L GUI,Open Copilot,"App: Windows 11, importance=6.0",evolved
1,5,4,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical (base key)
1,7,4,Ctrl+F,Key Press,F,L Ctrl,Find in conversation,"App: Microsoft Teams, importance=6.0",evolved
1,8,4,UpArrow,Key Press,UpArrow,,Up arrow,"App: Mouse, importance=8.0",evolved
1,4,5,Shift+F3,Key Press,F3,L Shift,Find previous,"App: Visual Studio Code, importance=2.7",evolved
1,5,5,Ctrl+-,Key Press,Dash and Underscore,L Ctrl,Zoom out.,Sends L Ctrl+Dash.,canonical
1,7,5,Ctrl+Shift+\,Key Press,Backslash and Pipe,L Ctrl+L Shift,Jump to matching bracket,"App: Visual Studio Code, importance=2.7",evolved
2,0,0,Snip,Key Press,PrintScreen,L GUI+L Shift,v2.5: Mouse QoL — Win+Shift+S screenshot snip tool for capturing while browsing.,Sends L GUI+L Shift+Print Screen.,canonical
2,1,0,f9,Key Press,F9,,Evolved (evo_best_gen150): Sends F9.,Sends F9.,canonical
2,2,0,Desktop,Key Press,D,L GUI,v2.0: Left-hand mouse QoL — Win+D toggles show desktop.,Sends L GUI+D.,canonical
2,3,0,Alt+Shift+Up,Key Press,UpArrow,L Alt+L Shift,Previous unread,"App: Discord, importance=0.6000000000000001",evolved
2,4,0,ScrollUp,Key Press,ScrollUp,,Scroll up,"App: Mouse, importance=7.0",evolved
2,5,0,Ctrl+Shift+6,Key Press,6 and Caret,L Ctrl+L Shift,Toggle details pane,"App: File Explorer, importance=0.45",evolved
2,7,0,Ctrl+P,Key Press,P,L Ctrl,Print,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
2,8,0,Ctrl+C,Key Press,C,L Ctrl,Copy,"App: Microsoft Teams, importance=10.0",evolved
2,9,0,Ctrl+1,Key Press,1 and Bang,L Ctrl,Activity,"App: Microsoft Teams, importance=6.0",evolved
2,10,0,Shift+F11,Key Press,F11,L Shift,Step out,"App: Visual Studio Code, importance=5.4",evolved
2,11,0,ScrollDown,Key Press,ScrollDown,,Scroll down,"App: Mouse, importance=7.0",evolved
2,12,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
2,0,1,Win+E,Key Press,E,L GUI,Evolved (evo_best_gen150): Sends L GUI+E.,Sends L GUI+E.,canonical
2,1,1,Ctrl+Shift+K,Key Press,K,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+K.,Sends L Ctrl+L Shift+K.,canonical (base key)
2,2,1,Close,Key Press,W,L Ctrl,v2.0: Left-hand mouse QoL — Ctrl+W close tab.,Sends L Ctrl+W.,canonical
2,3,1,Alt+P,Key Press,P,L Alt,Preview pane,"App: File Explorer, importance=0.45",evolved
2,4,1,Ctrl+Shift+$,Key Press,$,L Ctrl+L Shift,Currency format,"App: Microsoft Excel, importance=1.5",evolved
2,5,1,Ctrl+Click,Key Press,Click,L Ctrl,Select non-adjacent cells,"App: Microsoft Excel, importance=1.5",evolved
2,7,1,Ctrl+Shift+!,Key Press,!,L Ctrl+L Shift,Number format,"App: Microsoft Excel, importance=1.5",evolved
2,8,1,F9,Key Press,F9,,Toggle breakpoint,"App: Visual Studio Code, importance=5.4",evolved
2,9,1,MB4,Mouse Key Press,MB4,,Back button,"App: Mouse, importance=7.0",evolved
2,10,1,minus,Key Press,Dash and Underscore,,Evolved (evo_best_gen150): Sends _.,Sends _.,canonical (base key)
2,11,1,Ctrl+D,Key Press,D,L Ctrl,Bookmark page,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
2,12,1,Alt+Up,Key Press,UpArrow,L Alt,Move line up,"App: Visual Studio Code, importance=5.4",evolved
2,0,2,Win+B,Key Press,B,L GUI,Focus system tray,"App: Windows 11, importance=1.0",evolved
2,1,2,Win+Shift+S,Key Press,S,L GUI+L Shift,Screenshot (Snip),"App: Windows 11, importance=6.0",evolved
2,2,2,Win+Shift+Left,Key Press,LeftArrow,L GUI+L Shift,Move to left monitor,"App: Windows 11, importance=6.0",evolved
2,3,2,Ctrl+.,Key Press,Period and GreaterThan,L Ctrl,Show commands,"App: Microsoft Teams, importance=3.0",evolved
2,4,2,Ctrl+Shift+>,Key Press,>,L Ctrl+L Shift,Increase font size,"App: Microsoft Word, importance=0.8999999999999999",evolved
2,5,2,Ctrl+Shift+Down,Key Press,DownArrow,L Ctrl+L Shift,Select to bottom edge,"App: Microsoft Excel, importance=3.0",evolved
2,7,2,Ctrl+Shift+A,Key Press,A,L Ctrl+L Shift,Accept call,"App: Microsoft Teams, importance=6.0",evolved
2,8,2,Ctrl+Shift+`,Key Press,`,L Ctrl+L Shift,New terminal,"App: Visual Studio Code, importance=5.4",evolved
2,9,2,coach_travel_toggle,coach_travel_toggle,,,Evolved (evo_best_gen150): coach_travel_toggle,,canonical (base key)
2,10,2,Ctrl+Y,Key Press,Y,L Ctrl,Redo,"App: Windows 11, importance=3.0",evolved
2,11,2,Ctrl+Shift+X,Key Press,X,L Ctrl+L Shift,Expand compose box,"App: Microsoft Teams, importance=3.0",evolved
2,12,2,F12,Key Press,F12,,Open DevTools,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
2,0,3,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
2,1,3,Page Down,Key Press,DownArrow,Page,Next slide,"App: Microsoft PowerPoint, importance=1.2000000000000002",evolved
2,2,3,Shift+Alt+A,Key Press,A,L Alt+L Shift,Evolved (evo_best_gen150): Sends L Shift+L Alt+A.,Sends L Shift+L Alt+A.,canonical (base key)
2,3,3,Win+A,Key Press,A,L GUI,Quick settings / Action center,"App: Windows 11, importance=1.0",evolved
2,4,3,Win+Ctrl+F4,Key Press,F4,L GUI+L Ctrl,Close current desktop,"App: Windows 11, importance=1.0",evolved
2,5,3,Win+V,Key Press,V,L GUI,Clipboard history,"App: Windows 11, importance=6.0",evolved
2,7,3,Shift+Alt+Down,Key Press,DownArrow,L Alt+L Shift,Evolved (evo_best_gen150): Sends L Shift+L Alt+DownArrow.,Sends L Shift+L Alt+DownArrow.,canonical (base key)
2,8,3,Ctrl+Shift+Home,Key Press,Home,L Ctrl+L Shift,Select to cell A1,"App: Microsoft Excel, importance=1.5",evolved
2,9,3,Ctrl+Shift+Up,Key Press,UpArrow,L Ctrl+L Shift,Select to top edge,"App: Microsoft Excel, importance=3.0",evolved
2,10,3,Ctrl+I,Key Press,I,L Ctrl,Italic,"App: Microsoft Teams, importance=3.0",evolved
2,11,3,Alt+Shift+-,Key Press,-,L Alt+L Shift,Split pane horizontal,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
2,12,3,MB2,Mouse Key Press,MB2,,Right click,"App: Mouse, importance=9.0",evolved
2,3,4,Ctrl+Page Up,Key Press,PageUp,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+PageUp.,Sends L Ctrl+PageUp.,canonical (base key)
2,4,4,Ctrl+X,Key Press,X,L Ctrl,Cut,"App: Windows 11, importance=6.0",evolved
2,5,4,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
2,7,4,forwardslash_combo,Key Press,ForwardSlash and QuestionMark,,Evolved (evo_best_gen150): Sends ?.,Sends ?.,canonical
2,8,4,left brace_combo,Key Press,Left Brace,,Evolved (evo_best_gen150): Sends {.,Sends {.,canonical (base key)
2,4,5,Ctrl+[,Key Press,Left Brace,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+{.,Sends L Ctrl+{.,canonical (base key)
2,5,5,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
2,7,5,=,Key Press,=,,Start formula,"App: Microsoft Excel, importance=5.0",evolved
3,0,0,Alt+Home,Key Press,Home,L Alt,Open home page,"App: Browser (Chrome/Edge), importance=0.95",evolved
3,1,0,Ctrl+Shift+Tab,Key Press,Tab,L Ctrl+L Shift,Previous tab,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
3,2,0,Ctrl+Shift+F5,Key Press,F5,L Ctrl+L Shift,Restart debugging,"App: Visual Studio Code, importance=2.7",evolved
3,3,0,Emoji,Key Press,Period and GreaterThan,L GUI,"Win+. Emoji picker on L3 x0,y0. Fills x0 column.",Sends L GUI+Period and GreaterThan.,canonical (base key)
3,4,0,QSett,Key Press,A,L GUI,v2.2: Win+A — Quick Settings. Fills empty L3 y0.,Sends L GUI+A.,canonical
3,5,0,Notif,Key Press,N,L GUI,v2.2: Win+N — Notifications. Fills empty L3 y0.,Sends L GUI+N.,canonical (base key)
3,7,0,Alt+Right,Key Press,RightArrow,L Alt,Go forward,"App: Microsoft Teams, importance=3.0",evolved
3,8,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
3,9,0,Ctrl+W,Key Press,W,L Ctrl,Close tab,"App: Browser (Chrome/Edge), importance=9.5",evolved
3,10,0,Shift+Tab,Key Press,Tab,L Shift,Outdent,"App: Visual Studio Code, importance=5.4",evolved
3,11,0,Ctrl+Z,Key Press,Z,L Ctrl,Undo,"App: Microsoft Teams, importance=6.0",evolved
3,12,0,Ctrl+`,Key Press,`,L Ctrl,Toggle terminal,"App: Visual Studio Code, importance=9.0",evolved
3,0,1,BT1,Bluetooth,BT_SEL 1,,Evolved (evo_best_gen150): Bluetooth: BT_SEL 1,,canonical
3,1,1,Ctrl+F6,Key Press,F6,L Ctrl,Previous section,"App: Microsoft Teams, importance=1.0",evolved
3,2,1,Shift+Click,Key Press,Click,L Shift,Select range,"App: File Explorer, importance=2.7",evolved
3,3,1,→,Key Press,RightArrow,L GUI,"Window, app, language, or desktop workflow shortcut.",Sends L GUI+RightArrow.,canonical
3,4,1,Win+Ctrl+D,Key Press,D,L GUI+L Ctrl,New virtual desktop,"App: Windows 11, importance=3.0",evolved
3,5,1,Ctrl+Shift+Esc,Key Press,Escape,L Ctrl+L Shift,Task Manager,"App: Windows 11, importance=3.0",evolved
3,7,1,Ctrl+L,Key Press,L,L Ctrl,Focus address bar,"App: Browser (Chrome/Edge), importance=9.5",evolved
3,8,1,Ctrl+T,Key Press,T,L Ctrl,New tab,"App: Browser (Chrome/Edge), importance=9.5",evolved
3,9,1,F10,Key Press,F10,,Step over,"App: Visual Studio Code, importance=5.4",evolved
3,10,1,Ctrl+O,Key Press,O,L Ctrl,Open file,"App: Visual Studio Code, importance=2.7",evolved
3,11,1,Ctrl+Shift+K,Key Press,K,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+K.,Sends L Ctrl+L Shift+K.,canonical (base key)
3,12,1,Ctrl+H,Key Press,H,L Ctrl,History,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
3,0,2,Ctrl+Shift+W,Key Press,W,L Ctrl+L Shift,Change workflow state,"App: M-Files Desktop Client, importance=5.1",evolved
3,1,2,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
3,2,2,Ctrl+Shift+P,Key Press,P,L Ctrl+L Shift,Toggle chat in meeting,"App: Microsoft Teams, importance=3.0",evolved
3,3,2,1,Key Press,1 and Bang,L GUI,Windows app/taskbar launcher shortcut.,Sends L GUI+1 and Bang.,canonical
3,4,2,Win+Space,Key Press,Spacebar,L GUI,Switch input language,"App: Windows 11, importance=6.0",evolved
3,5,2,5,Key Press,5 and Percent,L GUI,Windows app/taskbar launcher shortcut.,Sends L GUI+5 and Percent.,canonical
3,7,2,Ctrl+Up,Key Press,UpArrow,L Ctrl,Jump to top edge of data,"App: Microsoft Excel, importance=3.0",evolved
3,8,2,Ctrl+Shift+C,Key Press,C,L Ctrl+L Shift,Inspect element,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
3,9,2,Ctrl+K S,Key Press,S,L Ctrl+K,Save all,"App: Visual Studio Code, importance=2.7",evolved
3,10,2,Shift+F5,Key Press,F5,L Shift,Stop debugging,"App: Visual Studio Code, importance=2.7",evolved
3,11,2,Ctrl+N,Key Press,N,L Ctrl,New chat,"App: Microsoft Teams, importance=6.0",evolved
3,12,2,Ctrl+Shift+<,Key Press,<,L Ctrl+L Shift,Decrease font size,"App: Microsoft Word, importance=0.8999999999999999",evolved
3,0,3,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
3,1,3,Ctrl+Shift+%,Key Press,%,L Ctrl+L Shift,Percent format,"App: Microsoft Excel, importance=1.5",evolved
3,2,3,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
3,3,3,Ctrl+Page Up,Key Press,UpArrow,L Ctrl+Page,Previous sheet,"App: Microsoft Excel, importance=3.0",evolved
3,4,3,Ctrl+Shift+G,Key Press,G,L Ctrl+L Shift,Find previous,"App: Browser (Chrome/Edge), importance=0.95",evolved
3,5,3,Alt+Tab,Key Press,Tab,L Alt,Switch apps,"App: Windows 11, importance=10.0",evolved
3,7,3,Ctrl+Down,Key Press,DownArrow,L Ctrl,Jump to bottom edge of data,"App: Microsoft Excel, importance=3.0",evolved
3,8,3,Ctrl+Y,Key Press,Y,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+Y.,Sends L Ctrl+Y.,canonical
3,9,3,BT3,Bluetooth,BT_SEL 3,,Evolved (evo_best_gen150): Bluetooth: BT_SEL 3,,canonical
3,10,3,gi,Key Press,gi,,Focus first input field,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
3,11,3,Alt+Shift+Down,Key Press,DownArrow,L Alt+L Shift,Next unread,"App: Discord, importance=0.6000000000000001",evolved
3,12,3,Ctrl+Shift+N,Key Press,N,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+N.,Sends L Ctrl+L Shift+N.,canonical (base key)
3,3,4,Alt+=,Key Press,=,L Alt,AutoSum,"App: Microsoft Excel, importance=3.0",evolved
3,4,4,Win+M,Key Press,M,L GUI,Minimize all windows,"App: Windows 11, importance=1.0",evolved
