layer,x,y,visual_label,behavior,parameter,modifiers,purpose,usage_notes,source
0,11,3,/,Key Press,ForwardSlash and QuestionMark,,Base typing key for the main work layout.,Sends ForwardSlash and QuestionMark.,canonical (base key)
0,12,3,\,Key Press,Backslash and Pipe,,"International backslash/pipe (US HID). On Norwegian Windows this key is layout-dependent (often |); not English apostrophe — use Win+Space to US English for ' in contractions, or type ø/æ on their base positions.",Sends Backslash and Pipe scancode.,canonical (base key)
0,3,4,Nav,coach_l1_hold,,,Hold Nav for layer 1 navigation/editing.,Coach beacon: momentary layer 1 + BLE hold signal (Ctrl+Alt+Shift+F13/F14).,canonical (frozen/critical)
0,4,4,␣,Key Press,Spacebar,,"Thumb/control key for typing, layer access, mouse access, or Enter.",Sends Spacebar.,canonical (frozen/critical)
0,5,4,Ctrl+Enter,Key Press,Return Enter,L Ctrl,Send (expanded mode),"App: Microsoft Teams, importance=10.0",evolved
0,7,4,System,coach_l4_hold,,,Hold System for layer 4 Bluetooth/output/helpers.,Coach beacon: momentary layer 4 + BLE hold signal (Ctrl+Alt+Shift+F19/F20).,canonical (frozen/critical)
0,8,4,Window,coach_l3_hold,,,Hold Window for layer 3 window/app/desktop control.,Coach beacon: momentary layer 3 + BLE hold signal (Ctrl+Alt+Shift+F17/F18).,canonical (frozen/critical)
0,4,5,Shift+Enter,Key Press,Return Enter,L Shift,New line in message,"App: Microsoft Teams, importance=6.0",evolved
0,5,5,Ctrl+C,Key Press,C,L Ctrl,Copy,"App: Microsoft Teams, importance=10.0",evolved
0,7,5,Ret,Key Press,Return Enter,,"Thumb/control key for typing, layer access, mouse access, or Enter.",Sends Return Enter.,canonical (frozen/critical)
1,0,0,transparent,Transparent,,,,,transparent
1,1,0,transparent,Transparent,,,,,transparent
1,2,0,transparent,Transparent,,,,,transparent
1,3,0,Win+H,Key Press,H,L GUI,Voice typing,"App: Windows 11, importance=6.0",evolved
1,4,0,Ctrl+P,Key Press,P,L Ctrl,Print,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
1,5,0,Alt+D,Key Press,D,L Alt,Focus address bar (alt),"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
1,7,0,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
1,8,0,Ctrl+Shift+Q,Key Press,Q,L Ctrl+L Shift,New meeting,"App: Microsoft Outlook, importance=2.0999999999999996",evolved
1,9,0,Win+Home,Key Press,Home,L GUI,Minimize all except active,"App: Windows 11, importance=0.2",evolved
1,10,0,transparent,Transparent,,,,,transparent
1,11,0,transparent,Transparent,,,,,transparent
1,12,0,transparent,Transparent,,,,,transparent
1,0,1,Win+I,Key Press,I,L GUI,Settings,"App: Windows 11, importance=3.0",evolved
1,1,1,F4,Key Press,F4,,Toggle absolute ref ($),"App: Microsoft Excel, importance=5.0",evolved
1,2,1,Ctrl+[,Key Press,[,L Ctrl,Outdent line,"App: Visual Studio Code, importance=2.7",evolved
1,3,1,Ctrl+Shift+2,Key Press,2 and At,L Ctrl+L Shift,Large icons,"App: File Explorer, importance=0.09000000000000001",evolved
1,4,1,Ctrl+Y,Key Press,Y,L Ctrl,Redo,"App: Windows 11, importance=3.0",evolved
1,5,1,Win+Shift+Left,Key Press,LeftArrow,L GUI+L Shift,Move to left monitor,"App: Windows 11, importance=6.0",evolved
1,7,1,Ctrl+K,Key Press,K,L Ctrl,Insert link,"App: Microsoft Teams, importance=3.0",evolved
1,8,1,Ctrl+Shift+Home,Key Press,Home,L Ctrl+L Shift,Select to cell A1,"App: Microsoft Excel, importance=1.5",evolved
1,9,1,Ctrl+F6,Key Press,F6,L Ctrl,Previous section,"App: Microsoft Teams, importance=1.0",evolved
1,10,1,Ctrl+J,Key Press,J,L Ctrl,Downloads,"App: Browser (Chrome/Edge), importance=0.95",evolved
1,11,1,MB2,Mouse Key Press,MB2,,Right click,"App: Mouse, importance=9.0",evolved
1,12,1,Win+C,Key Press,C,L GUI,Open Copilot,"App: Windows 11, importance=6.0",evolved
1,0,2,Win+H,Key Press,H,L GUI,Voice typing,"App: Windows 11, importance=6.0",evolved
1,1,2,Ctrl+Shift+R,Key Press,R,L Ctrl+L Shift,Start recording,"App: Microsoft Teams, importance=1.0",evolved
1,2,2,Ctrl+S,Key Press,S,L Ctrl,Save page as,"App: Browser (Chrome/Edge), importance=0.95",evolved
1,3,2,Ctrl+S,Key Press,S,L Ctrl,Save page as,"App: Browser (Chrome/Edge), importance=0.95",evolved
1,4,2,Shift+F5,Key Press,F5,L Shift,Stop debugging,"App: Visual Studio Code, importance=2.7",evolved
1,5,2,Win+Home,Key Press,Home,L GUI,Minimize all except active,"App: Windows 11, importance=0.2",evolved
1,7,2,Win+3,Key Press,3 and Hash,L GUI,Open/switch pinned app 3,"App: Windows 11, importance=6.0",evolved
1,8,2,transparent,Transparent,,,,,transparent
1,9,2,F11,Key Press,F11,,Toggle fullscreen,"App: Browser (Chrome/Edge), importance=0.95",evolved
1,10,2,Ctrl+Shift+`,Key Press,`,L Ctrl+L Shift,New terminal,"App: Visual Studio Code, importance=5.4",evolved
1,11,2,transparent,Transparent,,,,,transparent
1,12,2,Win+Pause,Key Press,Pause,L GUI,System info,"App: Windows 11, importance=0.2; Studio applier skip: Pause is not supported by the current ZMK Studio behavior catalog.",evolved
1,0,3,MB1,Mouse Key Press,MB1,,Left click,"App: Mouse, importance=9.0",evolved
1,1,3,Ctrl+Tab,Key Press,Tab,L Ctrl,Next tab,"App: Browser (Chrome/Edge), importance=9.5",evolved
1,2,3,Alt+Home,Key Press,Home,L Alt,Open home page,"App: Browser (Chrome/Edge), importance=0.95",evolved
1,3,3,Win+Ctrl+D,Key Press,D,L GUI+L Ctrl,New virtual desktop,"App: Windows 11, importance=3.0",evolved
1,4,3,Ctrl+K Ctrl+F,Key Press,F,L Ctrl+K Ctrl,Format selection,"App: Visual Studio Code, importance=2.7",evolved
1,5,3,transparent,Transparent,,,,,transparent
1,7,3,transparent,Transparent,,,,,transparent
1,8,3,Win+Shift+S,Key Press,S,L GUI+L Shift,Screenshot (Snip),"App: Windows 11, importance=6.0",evolved
1,9,3,transparent,Transparent,,,,,transparent
1,10,3,Alt+Up,Key Press,UpArrow,L Alt,Move line up,"App: Visual Studio Code, importance=5.4",evolved
1,11,3,transparent,Transparent,,,,,transparent
1,12,3,Shift+Alt+Down,Key Press,DownArrow,L Shift+L Alt,Copy line down,"App: Visual Studio Code, importance=5.4",evolved
1,3,4,Ctrl+W,Key Press,W,L Ctrl,Close tab,"App: Browser (Chrome/Edge), importance=9.5",evolved
1,4,4,Ctrl+V,Key Press,V,L Ctrl,Paste,"App: Microsoft Teams, importance=10.0",evolved
1,5,4,Ctrl+Shift+C,Key Press,C,L Ctrl+L Shift,Inspect element,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
1,7,4,Ctrl+Shift+O,Key Press,O,L Ctrl+L Shift,Toggle camera,"App: Microsoft Teams, importance=6.0",evolved
1,8,4,Ctrl+Shift+R,Key Press,R,L Ctrl+L Shift,Start recording,"App: Microsoft Teams, importance=1.0",evolved
1,4,5,transparent,Transparent,,,,,transparent
1,5,5,Up,Key Press,UpArrow,,Edit last sent message,"App: Microsoft Teams, importance=6.0",evolved
1,7,5,Ctrl+Z,Key Press,Z,L Ctrl,Undo,"App: Microsoft Teams, importance=6.0",evolved
2,0,0,Ctrl+Left,Key Press,LeftArrow,L Ctrl,Jump to left edge of data,"App: Microsoft Excel, importance=5.0",evolved
2,1,0,Alt+Shift+-,Key Press,-,L Alt+L Shift,Split pane horizontal,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
2,2,0,Ctrl+Shift+L,Key Press,L,L Ctrl+L Shift,Toggle sidebar,"App: Microsoft Teams, importance=3.0",evolved
2,3,0,Alt+Shift+Up,Key Press,UpArrow,L Alt+L Shift,Previous unread,"App: Discord, importance=0.6000000000000001",evolved
2,4,0,Shift+F11,Key Press,F11,L Shift,Step out,"App: Visual Studio Code, importance=5.4",evolved
2,5,0,Ctrl+Shift+End,Key Press,End,L Ctrl+L Shift,Select to last used cell,"App: Microsoft Excel, importance=1.5",evolved
2,7,0,Win+H,Key Press,H,L GUI,Voice typing,"App: Windows 11, importance=6.0",evolved
2,8,0,Ctrl+.,Key Press,Period and GreaterThan,L Ctrl,Show commands,"App: Microsoft Teams, importance=3.0",evolved
2,9,0,Win+H,Key Press,H,L GUI,Voice typing,"App: Windows 11, importance=6.0",evolved
2,10,0,Ctrl+/,Key Press,ForwardSlash and QuestionMark,L Ctrl,Show keyboard shortcuts,"App: Microsoft Teams, importance=0.2",evolved
2,11,0,Win+Up,Key Press,UpArrow,L GUI,Maximize window,"App: Windows 11, importance=6.0",evolved
2,12,0,Ctrl+F6,Key Press,F6,L Ctrl,Previous section,"App: Microsoft Teams, importance=1.0",evolved
2,0,1,Win+;,Key Press,SemiColon and Colon,L GUI,Emoji picker,"App: Windows 11, importance=3.0",evolved
2,1,1,Win+E,Key Press,E,L GUI,File Explorer,"App: Windows 11, importance=6.0",evolved
2,2,1,transparent,Transparent,,,,,transparent
2,3,1,Ctrl+;,Key Press,SemiColon and Colon,L Ctrl,Insert current date,"App: Microsoft Excel, importance=1.5",evolved
2,4,1,Win+Down,Key Press,DownArrow,L GUI,Minimize / restore,"App: Windows 11, importance=6.0",evolved
2,5,1,Ctrl+Shift+F5,Key Press,F5,L Ctrl+L Shift,Restart debugging,"App: Visual Studio Code, importance=2.7",evolved
2,7,1,transparent,Transparent,,,,,transparent
2,8,1,transparent,Transparent,,,,,transparent
2,9,1,transparent,Transparent,,,,,transparent
2,10,1,transparent,Transparent,,,,,transparent
2,11,1,transparent,Transparent,,,,,transparent
2,12,1,transparent,Transparent,,,,,transparent
2,0,2,transparent,Transparent,,,,,transparent
2,1,2,transparent,Transparent,,,,,transparent
2,2,2,Shift+Alt+Left,Key Press,LeftArrow,L Shift+L Alt,Shrink selection,"App: Visual Studio Code, importance=2.7",evolved
2,3,2,Win+R,Key Press,R,L GUI,Run dialog,"App: Windows 11, importance=3.0",evolved
2,4,2,Win+S,Key Press,S,L GUI,Search,"App: Windows 11, importance=10.0",evolved
2,5,2,Shift+Space,Key Press,Spacebar,L Shift,Scroll up one screen,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
2,7,2,transparent,Transparent,,,,,transparent
2,8,2,Ctrl+Shift+S,Key Press,S,L Ctrl+L Shift,Attach file,"App: Microsoft Teams, importance=3.0",evolved
2,9,2,Ctrl+.,Key Press,Period and GreaterThan,L Ctrl,Show commands,"App: Microsoft Teams, importance=3.0",evolved
2,10,2,Ctrl+/,Key Press,ForwardSlash and QuestionMark,L Ctrl,Show keyboard shortcuts,"App: Microsoft Teams, importance=0.2",evolved
2,11,2,transparent,Transparent,,,,,transparent
2,12,2,transparent,Transparent,,,,,transparent
2,0,3,transparent,Transparent,,,,,transparent
2,1,3,transparent,Transparent,,,,,transparent
2,2,3,=,Key Press,=,,Start formula,"App: Microsoft Excel, importance=5.0",evolved
2,3,3,Alt+Shift,Key Press,Shift,L Alt,Switch keyboard layout (alt),"App: Windows 11, importance=3.0",evolved
2,4,3,F3,Key Press,F3,,Find next (alt),"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
2,5,3,transparent,Transparent,,,,,transparent
2,7,3,transparent,Transparent,,,,,transparent
2,8,3,Ctrl+H,Key Press,H,L Ctrl,History,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
2,9,3,Ctrl+Shift+1,Key Press,1 and Bang,L Ctrl+L Shift,Extra large icons,"App: File Explorer, importance=0.09000000000000001",evolved
2,10,3,transparent,Transparent,,,,,transparent
2,11,3,Alt+F,Key Press,F,L Alt,Settings menu,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
2,12,3,Ctrl+K S,Key Press,K S,L Ctrl,Save all,"App: Visual Studio Code, importance=2.7; Studio applier skip: K S is not supported by the current ZMK Studio behavior catalog.",evolved
2,3,4,Ctrl+Shift+M,Key Press,M,L Ctrl+L Shift,Toggle mute,"App: Microsoft Teams, importance=10.0",evolved
2,4,4,transparent,Transparent,,,,,transparent
2,5,4,Win+Ctrl+Left,Key Press,LeftArrow,L GUI+L Ctrl,Switch desktop left,"App: Windows 11, importance=3.0",evolved
2,7,4,transparent,Transparent,,,,,transparent
2,8,4,Ctrl+U,Key Press,U,L Ctrl,Underline,"App: Microsoft Teams, importance=1.0",evolved
2,4,5,Ctrl+3,Key Press,3 and Hash,L Ctrl,Teams/channels,"App: Microsoft Teams, importance=6.0",evolved
2,5,5,transparent,Transparent,,,,,transparent
2,7,5,transparent,Transparent,,,,,transparent
3,0,0,transparent,Transparent,,,,,transparent
3,1,0,transparent,Transparent,,,,,transparent
3,2,0,UpArrow,Key Press,UpArrow,,Up arrow,"App: Mouse, importance=8.0",evolved
3,3,0,Ctrl+K Ctrl+S,Key Press,S,L Ctrl+K Ctrl,Keyboard shortcuts,"App: Visual Studio Code, importance=0.18000000000000002",evolved
3,4,0,Ctrl+D,Key Press,D,L Ctrl,Bookmark page,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
3,5,0,Ctrl+`,Key Press,`,L Ctrl,Toggle terminal,"App: Visual Studio Code, importance=9.0",evolved
3,7,0,Ctrl+P,Key Press,P,L Ctrl,Print,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
3,8,0,Ctrl+F6,Key Press,F6,L Ctrl,Previous section,"App: Microsoft Teams, importance=1.0",evolved
3,9,0,Ctrl+Shift+End,Key Press,End,L Ctrl+L Shift,Select to last used cell,"App: Microsoft Excel, importance=1.5",evolved
3,10,0,Ctrl+Shift+F,Key Press,F,L Ctrl+L Shift,Format text,"App: Microsoft Teams, importance=3.0",evolved
3,11,0,Shift+Click,Mouse Key Press,MB1,L Shift,Select range,"App: File Explorer, importance=2.7",evolved
3,12,0,transparent,Transparent,,,,,transparent
3,0,1,Win+H,Key Press,H,L GUI,Voice typing,"App: Windows 11, importance=6.0",evolved
3,1,1,transparent,Transparent,,,,,transparent
3,2,1,transparent,Transparent,,,,,transparent
3,3,1,gg,Key Press,gg,,Scroll to top,"App: Browser (Chrome/Edge), importance=2.8499999999999996; Studio applier skip: gg is not supported by the current ZMK Studio behavior catalog.",evolved
3,4,1,Ctrl+K Ctrl+W,Key Press,W,L Ctrl+K Ctrl,Close all editors,"App: Visual Studio Code, importance=0.9",evolved
3,5,1,transparent,Transparent,,,,,transparent
3,7,1,transparent,Transparent,,,,,transparent
3,8,1,transparent,Transparent,,,,,transparent
3,9,1,Alt+Down,Key Press,DownArrow,L Alt,Move line down,"App: Visual Studio Code, importance=5.4",evolved
3,10,1,Ctrl+U,Key Press,U,L Ctrl,Underline,"App: Microsoft Teams, importance=1.0",evolved
3,11,1,Win+E,Key Press,E,L GUI,File Explorer,"App: Windows 11, importance=6.0",evolved
3,12,1,transparent,Transparent,,,,,transparent
3,0,2,Win+Pause,Key Press,Pause,L GUI,System info,"App: Windows 11, importance=0.2; Studio applier skip: Pause is not supported by the current ZMK Studio behavior catalog.",evolved
3,1,2,Win+Tab,Key Press,Tab,L GUI,Task View,"App: Windows 11, importance=6.0",evolved
3,2,2,Ctrl+Right,Key Press,RightArrow,L Ctrl,Jump to right edge of data,"App: Microsoft Excel, importance=5.0",evolved
3,3,2,Win+L,Key Press,L,L GUI,Lock PC,"App: Windows 11, importance=3.0",evolved
3,4,2,F12,Key Press,F12,,Open DevTools,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
3,5,2,Win+Ctrl+F4,Key Press,F4,L GUI+L Ctrl,Close current desktop,"App: Windows 11, importance=1.0",evolved
3,7,2,transparent,Transparent,,,,,transparent
3,8,2,Win+Right,Key Press,RightArrow,L GUI,Snap window right,"App: Windows 11, importance=10.0",evolved
3,9,2,Ctrl+S,Key Press,S,L Ctrl,Save page as,"App: Browser (Chrome/Edge), importance=0.95",evolved
3,10,2,transparent,Transparent,,,,,transparent
3,11,2,transparent,Transparent,,,,,transparent
3,12,2,transparent,Transparent,,,,,transparent
3,0,3,Ctrl+Shift+Q,Key Press,Q,L Ctrl+L Shift,New meeting,"App: Microsoft Outlook, importance=2.0999999999999996",evolved
3,1,3,transparent,Transparent,,,,,transparent
3,2,3,Ctrl+T,Key Press,T,L Ctrl,New tab,"App: Browser (Chrome/Edge), importance=9.5",evolved
3,3,3,Win+A,Key Press,A,L GUI,Quick settings / Action center,"App: Windows 11, importance=1.0",evolved
3,4,3,Win+M,Key Press,M,L GUI,Minimize all windows,"App: Windows 11, importance=1.0",evolved
3,5,3,Ctrl+G,Key Press,G,L Ctrl,Go to...,"App: Microsoft Teams, importance=3.0",evolved
3,7,3,Ctrl+I,Key Press,I,L Ctrl,Italic,"App: Microsoft Teams, importance=3.0",evolved
3,8,3,transparent,Transparent,,,,,transparent
3,9,3,gi,Key Press,gi,,Focus first input field,"App: Browser (Chrome/Edge), importance=2.8499999999999996; Studio applier skip: gi is not supported by the current ZMK Studio behavior catalog.",evolved
3,10,3,transparent,Transparent,,,,,transparent
3,11,3,transparent,Transparent,,,,,transparent
3,12,3,F9,Key Press,F9,,Toggle breakpoint,"App: Visual Studio Code, importance=5.4",evolved
3,3,4,Shift+Delete,Key Press,Dash and Underscore,L Shift,Permanent delete,"App: File Explorer, importance=0.45",evolved
3,4,4,Ctrl+F,Key Press,F,L Ctrl,Find in conversation,"App: Microsoft Teams, importance=6.0",evolved
3,5,4,Alt+=,Key Press,=,L Alt,AutoSum,"App: Microsoft Excel, importance=3.0",evolved
3,7,4,transparent,Transparent,,,,,transparent
3,8,4,Ctrl+Shift+P,Key Press,P,L Ctrl+L Shift,Toggle chat in meeting,"App: Microsoft Teams, importance=3.0",evolved
3,4,5,Win+2,Key Press,2 and At,L GUI,Open/switch pinned app 2,"App: Windows 11, importance=6.0",evolved
3,5,5,Win+V,Key Press,V,L GUI,Clipboard history,"App: Windows 11, importance=6.0",evolved
3,7,5,Ctrl+Shift+K,Key Press,K,L Ctrl+L Shift,Raise/lower hand,"App: Microsoft Teams, importance=3.0",evolved
4,0,0,Ctrl+-,Key Press,-,L Ctrl,Zoom out,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
4,1,0,transparent,Transparent,,,,,transparent
4,2,0,Ctrl+U,Key Press,U,L Ctrl,Underline,"App: Microsoft Teams, importance=1.0",evolved
4,3,0,Ctrl+End,Key Press,End,L Ctrl,Go to last used cell,"App: Microsoft Excel, importance=3.0",evolved
4,4,0,transparent,Transparent,,,,,transparent
4,5,0,Win+X,Key Press,X,L GUI,Power User menu,"App: Windows 11, importance=3.0",evolved
4,7,0,transparent,Transparent,,,,,transparent
4,8,0,transparent,Transparent,,,,,transparent
4,9,0,transparent,Transparent,,,,,transparent
4,10,0,transparent,Transparent,,,,,transparent
4,11,0,F1,Key Press,F1,,Help,"App: Browser (Chrome/Edge), importance=0.19",evolved
4,12,0,Ctrl+Click,Mouse Key Press,MB1,L Ctrl,Select non-adjacent cells,"App: Microsoft Excel, importance=1.5",evolved
4,0,1,Ctrl+Shift+U,Key Press,U,L Ctrl+L Shift,Mark as unread,"App: Microsoft Teams, importance=3.0",evolved
4,1,1,Ctrl+Shift+Q,Key Press,Q,L Ctrl+L Shift,New meeting,"App: Microsoft Outlook, importance=2.0999999999999996",evolved
4,2,1,transparent,Transparent,,,,,transparent
4,3,1,transparent,Transparent,,,,,transparent
4,4,1,Down,Key Press,DownArrow,,Next command,"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
4,5,1,transparent,Transparent,,,,,transparent
4,7,1,Ctrl+9,Key Press,9 and Left Bracket,L Ctrl,Last tab,"App: Browser (Chrome/Edge), importance=0.95",evolved
4,8,1,Alt+P,Key Press,P,L Alt,Preview pane,"App: File Explorer, importance=0.45",evolved
4,9,1,transparent,Transparent,,,,,transparent
4,10,1,yy,Key Press,yy,,Copy current URL,"App: Browser (Chrome/Edge), importance=2.8499999999999996; Studio applier skip: yy is not supported by the current ZMK Studio behavior catalog.",evolved
4,11,1,transparent,Transparent,,,,,transparent
4,12,1,transparent,Transparent,,,,,transparent
4,0,2,transparent,Transparent,,,,,transparent
4,1,2,Ctrl+-,Key Press,-,L Ctrl,Zoom out,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
4,2,2,Ctrl+Shift+Tab,Key Press,Tab,L Ctrl+L Shift,Previous tab,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
4,3,2,Ctrl+Shift+T,Key Press,T,L Ctrl+L Shift,Reopen closed tab,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
4,4,2,Ctrl+F6,Key Press,F6,L Ctrl,Previous section,"App: Microsoft Teams, importance=1.0",evolved
4,5,2,F5,Key Press,F5,,Refresh page,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
4,7,2,transparent,Transparent,,,,,transparent
4,8,2,Ctrl+Shift+$,Key Press,$,L Ctrl+L Shift,Currency format,"App: Microsoft Excel, importance=1.5",evolved
4,9,2,Ctrl+7,Key Press,7 and Ampersand,L Ctrl,Switch to tab 7,"App: Browser (Chrome/Edge), importance=0.19",evolved
4,10,2,Ctrl+Shift+G,Key Press,G,L Ctrl+L Shift,Find previous,"App: Browser (Chrome/Edge), importance=0.95",evolved
4,11,2,Ctrl+Alt+Up,Key Press,UpArrow,L Ctrl+L Alt,Add cursor above,"App: Visual Studio Code, importance=5.4",evolved
4,12,2,Ctrl+F6,Key Press,F6,L Ctrl,Previous section,"App: Microsoft Teams, importance=1.0",evolved
4,0,3,Ctrl+K Ctrl+S,Key Press,S,L Ctrl+K Ctrl,Keyboard shortcuts,"App: Visual Studio Code, importance=0.18000000000000002",evolved
4,1,3,transparent,Transparent,,,,,transparent
4,2,3,transparent,Transparent,,,,,transparent
4,3,3,Ctrl+`,Key Press,`,L Ctrl,Toggle terminal,"App: Visual Studio Code, importance=9.0",evolved
4,4,3,Win+4,Key Press,4 and Dollar,L GUI,Open/switch pinned app 4,"App: Windows 11, importance=3.0",evolved
4,5,3,transparent,Transparent,,,,,transparent
4,7,3,Win+1,Key Press,1 and Bang,L GUI,Open/switch pinned app 1,"App: Windows 11, importance=10.0",evolved
4,8,3,Ctrl+Shift+D,Key Press,D,L Ctrl+L Shift,Decline call,"App: Microsoft Teams, importance=3.0",evolved
4,9,3,gg,Key Press,gg,,Scroll to top,"App: Browser (Chrome/Edge), importance=2.8499999999999996; Studio applier skip: gg is not supported by the current ZMK Studio behavior catalog.",evolved
4,10,3,transparent,Transparent,,,,,transparent
4,11,3,transparent,Transparent,,,,,transparent
4,12,3,transparent,Transparent,,,,,transparent
4,3,4,Win+Left,Key Press,LeftArrow,L GUI,Snap window left,"App: Windows 11, importance=10.0",evolved
