layer,x,y,visual_label,behavior,parameter,modifiers,purpose,usage_notes,source
0,5,1,_base_t,Key Press,_base_t,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,7,1,_base_y,Key Press,_base_y,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,8,1,_base_u,Key Press,_base_u,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,9,1,_base_i,Key Press,_base_i,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,10,1,_base_o,Key Press,_base_o,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,11,1,_base_p,Key Press,_base_p,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,12,1,_base_[,Key Press,_base_[,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,0,2,_base_leftshift,Key Press,_base_leftshift,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,1,2,_base_a,Key Press,_base_a,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,2,2,_base_s,Key Press,_base_s,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,3,2,_base_d,Key Press,_base_d,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,4,2,_base_f,Key Press,_base_f,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,5,2,_base_g,Key Press,_base_g,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,7,2,_base_h,Key Press,_base_h,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,8,2,_base_j,Key Press,_base_j,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,9,2,_base_k,Key Press,_base_k,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,10,2,_base_l,Key Press,_base_l,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,11,2,_base_;,Key Press,_base_;,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,12,2,_base_',Key Press,_base_',,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,0,3,_base_leftcontrol,Key Press,_base_leftcontrol,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,1,3,_base_z,Key Press,_base_z,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,2,3,_base_x,Key Press,_base_x,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,3,3,_base_c,Key Press,_base_c,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,4,3,_base_v,Key Press,_base_v,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,5,3,_base_b,Key Press,_base_b,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,7,3,_base_n,Key Press,_base_n,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,8,3,_base_m,Key Press,_base_m,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,9,3,"_base_,",Key Press,"_base_,",,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,10,3,_base_.,Key Press,_base_.,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,11,3,_base_/,Key Press,_base_/,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,12,3,_base_\,Key Press,_base_\,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
0,3,4,Nav,coach_l1_hold,,,Hold Nav for layer 1 navigation/editing.,Coach beacon: momentary layer 1 + BLE hold signal (Ctrl+Alt+Shift+F13/F14).,canonical (frozen/critical)
0,4,4,␣,Key Press,Spacebar,,"Thumb/control key for typing, layer access, mouse access, or Enter.",Sends Spacebar.,canonical (frozen/critical)
0,5,4,Ctrl+Q,Key Press,Q,L Ctrl,Mark as read,"App: Microsoft Outlook, importance=4.199999999999999",evolved
0,7,4,System,coach_l4_hold,,,Hold System for layer 4 Bluetooth/output/helpers.,Coach beacon: momentary layer 4 + BLE hold signal (Ctrl+Alt+Shift+F19/F20).,canonical (frozen/critical)
0,8,4,Window,coach_l3_hold,,,Hold Window for layer 3 window/app/desktop control.,Coach beacon: momentary layer 3 + BLE hold signal (Ctrl+Alt+Shift+F17/F18).,canonical (frozen/critical)
0,4,5,Ctrl+R,Key Press,R,L Ctrl,Reply,"App: Microsoft Outlook, importance=7.0",evolved
0,5,5,Alt+Shift+D,Key Press,D,L Alt+L Shift,Split pane (auto),"App: Windows Terminal / PowerShell, importance=2.4000000000000004",evolved
0,7,5,Ret,Key Press,Return Enter,,"Thumb/control key for typing, layer access, mouse access, or Enter.",Sends Return Enter.,canonical (frozen/critical)
1,0,0,Win+B,Key Press,B,L GUI,Evolved (evo_best_gen150): Sends L GUI+B.,Sends L GUI+B.,canonical
1,1,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
1,2,0,F,Key Press,F,L Ctrl,"Programming/editing shortcut for find, replace, word movement, or word deletion.",Sends L Ctrl+F.,canonical
1,3,0,Ctrl+1,Key Press,1 and Bang,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+1.,Sends L Ctrl+1.,canonical
1,4,0,Win+I,Key Press,I,L GUI,Evolved (evo_best_gen150): Sends L GUI+I.,Sends L GUI+I.,canonical
1,5,0,F1,Key Press,F1,,Help,"App: Browser (Chrome/Edge), importance=0.19",evolved
1,7,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
1,8,0,Ctrl+O,Key Press,O,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+O.,Sends L Ctrl+O.,canonical
1,9,0,Win+I,Key Press,I,L GUI,Settings,"App: Windows 11, importance=3.0",evolved
1,10,0,Win+K,Key Press,K,L GUI,Connect / Cast,"App: Windows 11, importance=0.2",evolved
1,11,0,_base_h,Key Press,_base_h,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
1,12,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
1,0,1,Code,Toggle Layer,Layer::5,,Toggle to Code/IDE layer (L5).,Toggle Layer 5.,canonical
1,1,1,Alt+F12,Key Press,F12,L Alt,Evolved (evo_best_gen150): Sends L Alt+F12.,Sends L Alt+F12.,canonical
1,2,1,Ctrl+Shift+O,Key Press,O,L Ctrl+L Shift,Toggle camera,"App: Microsoft Teams, importance=6.0",evolved
1,3,1,Ctrl+Shift+F6,Key Press,F6,L Ctrl+L Shift,Next section,"App: Microsoft Teams, importance=3.0",evolved
1,4,1,F3,Key Press,F3,,Find next (alt),"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
1,5,1,Ctrl+D,Key Press,D,L Ctrl,Bookmark page,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
1,7,1,Shift+Alt+A,Key Press,A,L Shift+L Alt,Toggle block comment,"App: Visual Studio Code, importance=2.7",evolved
1,8,1,Alt+Click,Key Press,Click,L Alt,Add cursor at position,"App: Visual Studio Code, importance=5.4",evolved
1,9,1,Win+1,Key Press,1 and Bang,L GUI,Open/switch pinned app 1,"App: Windows 11, importance=10.0",evolved
1,10,1,Win+Right,Key Press,RightArrow,L GUI,Snap window right,"App: Windows 11, importance=10.0",evolved
1,11,1,MB1,Mouse Key Press,MB1,,Left click,"App: Mouse, importance=9.0",evolved
1,12,1,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
1,0,2,Ctrl+G,Key Press,G,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+G.,Sends L Ctrl+G.,canonical
1,1,2,Ctrl+Shift+F,Key Press,F,L Ctrl+L Shift,Format text,"App: Microsoft Teams, importance=3.0",evolved
1,2,2,Ctrl+Enter,Key Press,Return Enter,L Ctrl,Send (expanded mode),"App: Microsoft Teams, importance=10.0",evolved
1,3,2,Alt+Left,Key Press,LeftArrow,L Alt,Go back,"App: Microsoft Teams, importance=6.0",evolved
1,4,2,F5,Key Press,F5,,Refresh page,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
1,5,2,Ctrl+Tab,Key Press,Tab,L Ctrl,Next tab,"App: Browser (Chrome/Edge), importance=9.5",evolved
1,7,2,Alt+F12,Key Press,F12,L Alt,Peek definition,"App: Visual Studio Code, importance=5.4",evolved
1,8,2,Shift+Alt+Down,Key Press,DownArrow,L Shift+L Alt,Copy line down,"App: Visual Studio Code, importance=5.4",evolved
1,9,2,Win+C,Key Press,C,L GUI,Open Copilot,"App: Windows 11, importance=6.0",evolved
1,10,2,F2,Key Press,F2,,Rename,"App: Windows 11, importance=6.0",evolved
1,11,2,MB5,Mouse Key Press,MB5,,Forward button,"App: Mouse, importance=7.0",evolved
1,12,2,Win+Up,Key Press,UpArrow,L GUI,Evolved (evo_best_gen150): Sends L GUI+UpArrow.,Sends L GUI+UpArrow.,canonical
1,0,3,_base_0,Key Press,_base_0,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
1,1,3,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
1,2,3,Ctrl+/,Key Press,ForwardSlash and QuestionMark,L Ctrl,Show keyboard shortcuts,"App: Microsoft Teams, importance=0.2",evolved
1,3,3,Ctrl+End,Key Press,End,L Ctrl,Go to last used cell,"App: Microsoft Excel, importance=3.0",evolved
1,4,3,Ctrl+Up,Key Press,UpArrow,L Ctrl,Jump to top edge of data,"App: Microsoft Excel, importance=3.0",evolved
1,5,3,Ctrl+Shift+N,Key Press,N,L Ctrl+L Shift,Incognito/InPrivate window,"App: Browser (Chrome/Edge), importance=0.95",evolved
1,7,3,C,Key Press,C,L Ctrl,Control-modified editing shortcut.,Sends L Ctrl+C.,canonical
1,8,3,Ctrl+K,Key Press,K,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+K.,Sends L Ctrl+K.,canonical
1,9,3,_base_',Key Press,_base_',,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
1,10,3,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
1,11,3,Shift+Alt+Down,Key Press,DownArrow,L Alt+L Shift,Evolved (evo_best_gen150): Sends L Shift+L Alt+DownArrow.,Sends L Shift+L Alt+DownArrow.,canonical
1,12,3,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
1,3,4,F4,Key Press,F4,,Toggle absolute ref ($),"App: Microsoft Excel, importance=5.0",evolved
1,4,4,Ctrl+Shift+Up,Key Press,UpArrow,L Ctrl+L Shift,Select to top edge,"App: Microsoft Excel, importance=3.0",evolved
1,5,4,Ctrl+Shift+;,Key Press,SemiColon and Colon,L Ctrl+L Shift,Insert current time,"App: Microsoft Excel, importance=0.5",evolved
1,7,4,Ctrl+Shift+2,Key Press,2 and At,L Ctrl+L Shift,Large icons,"App: File Explorer, importance=0.09000000000000001",evolved
1,8,4,Ctrl+M,Key Press,M,L Ctrl,Add to favorites,"App: M-Files Desktop Client, importance=2.55",evolved
1,4,5,Ctrl+Shift+6,Key Press,6 and Caret,L Ctrl+L Shift,Toggle details pane,"App: File Explorer, importance=0.45",evolved
1,5,5,Alt+Shift+-,Key Press,-,L Alt+L Shift,Split pane horizontal,"App: Windows Terminal / PowerShell, importance=1.2000000000000002",evolved
1,7,5,_base_7,Key Press,_base_7,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
2,0,0,Snip,Key Press,PrintScreen,L GUI+L Shift,v2.5: Mouse QoL — Win+Shift+S screenshot snip tool for capturing while browsing.,Sends L GUI+L Shift+Print Screen.,canonical
2,1,0,_base_i,Key Press,_base_i,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
2,2,0,_base_[,Key Press,_base_[,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
2,3,0,f10,Key Press,F10,,Evolved (evo_best_gen150): Sends F10.,Sends F10.,canonical
2,4,0,Ctrl+Shift+G,Key Press,G,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+G.,Sends L Ctrl+L Shift+G.,canonical
2,5,0,_base_9,Key Press,_base_9,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
2,7,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
2,8,0,Ctrl+2,Key Press,2 and At,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+2.,Sends L Ctrl+2.,canonical
2,9,0,Win+P,Key Press,P,L GUI,Project / display mode,"App: Windows 11, importance=1.0",evolved
2,10,0,Win+Ctrl+F4,Key Press,F4,L GUI+L Ctrl,Close current desktop,"App: Windows 11, importance=1.0",evolved
2,11,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
2,12,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
2,0,1,Win+E,Key Press,E,L GUI,Evolved (evo_best_gen150): Sends L GUI+E.,Sends L GUI+E.,canonical
2,1,1,Ctrl+Shift+K,Key Press,K,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+K.,Sends L Ctrl+L Shift+K.,canonical
2,2,1,Shift+Enter,Key Press,Return Enter,L Shift,New line in message,"App: Microsoft Teams, importance=6.0",evolved
2,3,1,Ctrl+Shift+L,Key Press,L,L Ctrl+L Shift,Toggle sidebar,"App: Microsoft Teams, importance=3.0",evolved
2,4,1,Ctrl+-,Key Press,-,L Ctrl,Zoom out,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
2,5,1,Ctrl+Shift+J,Key Press,J,L Ctrl+L Shift,Open Console,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
2,7,1,Shift+Tab,Key Press,Tab,L Shift,Outdent,"App: Visual Studio Code, importance=5.4",evolved
2,8,1,Ctrl+Shift+F5,Key Press,F5,L Ctrl+L Shift,Restart debugging,"App: Visual Studio Code, importance=2.7",evolved
2,9,1,Win+Left,Key Press,LeftArrow,L GUI,Snap window left,"App: Windows 11, importance=10.0",evolved
2,10,1,Win+Shift+Right,Key Press,RightArrow,L GUI+L Shift,Move to right monitor,"App: Windows 11, importance=6.0",evolved
2,11,1,MB2,Mouse Key Press,MB2,,Right click,"App: Mouse, importance=9.0",evolved
2,12,1,_base_5,Key Press,_base_5,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
2,0,2,MB4,Mouse Key Press,default_transform,,Evolved (evo_best_gen150): Mouse Key Press: MB4,,canonical
2,1,2,Ctrl+U,Key Press,U,L Ctrl,Underline,"App: Microsoft Teams, importance=1.0",evolved
2,2,2,Ctrl+C,Key Press,C,L Ctrl,Copy,"App: Microsoft Teams, importance=10.0",evolved
2,3,2,Ctrl+3,Key Press,3 and Hash,L Ctrl,Teams/channels,"App: Microsoft Teams, importance=6.0",evolved
2,4,2,Ctrl+F5,Key Press,F5,L Ctrl,Hard refresh (bypass cache),"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
2,5,2,Ctrl+Shift+Tab,Key Press,Tab,L Ctrl+L Shift,Previous tab,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
2,7,2,Ctrl+Shift+`,Key Press,`,L Ctrl+L Shift,New terminal,"App: Visual Studio Code, importance=5.4",evolved
2,8,2,Ctrl+Alt+Down,Key Press,DownArrow,L Ctrl+L Alt,Add cursor below,"App: Visual Studio Code, importance=5.4",evolved
2,9,2,Win+Shift+S,Key Press,S,L GUI+L Shift,Screenshot (Snip),"App: Windows 11, importance=6.0",evolved
2,10,2,Win+X,Key Press,X,L GUI,Power User menu,"App: Windows 11, importance=3.0",evolved
2,11,2,MB3,Mouse Key Press,MB3,,Middle click,"App: Mouse, importance=7.0",evolved
2,12,2,Scroll,Toggle Layer,Layer::6,,Toggle scroll layer (L6).,Toggle Layer 6.,canonical
2,0,3,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
2,1,3,_base_.,Key Press,_base_.,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
2,2,3,_base_f,Key Press,_base_f,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
2,3,3,Ctrl+Page Up,Key Press,UpArrow,L Ctrl+Page,Previous sheet,"App: Microsoft Excel, importance=3.0",evolved
2,4,3,Ctrl+Shift+Home,Key Press,Home,L Ctrl+L Shift,Select to cell A1,"App: Microsoft Excel, importance=1.5",evolved
2,5,3,Paste,Key Press,V,L Ctrl,v2.0: Left-hand mouse QoL — Ctrl+V paste.,Sends L Ctrl+V.,canonical
2,7,3,Shift+Alt+Down,Key Press,DownArrow,L Alt+L Shift,Evolved (evo_best_gen150): Sends L Shift+L Alt+DownArrow.,Sends L Shift+L Alt+DownArrow.,canonical
2,8,3,_base_/,Key Press,_base_/,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
2,9,3,_base_delete,Key Press,_base_delete,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
2,10,3,Undo,Key Press,Z,L Ctrl,v2.0: Right-hand mouse QoL — Ctrl+Z undo after accidental edit.,Sends L Ctrl+Z.,canonical
2,11,3,Speed,Momentary Layer,Layer::8,,Hold for pointer travel overlay (L8).,Momentary Layer 8.,canonical
2,12,3,Ctrl+Shift+Enter,Key Press,Return Enter,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+Enter.,Sends L Ctrl+L Shift+Enter.,canonical
2,3,4,Ctrl+Space,Key Press,Spacebar,L Ctrl,Select entire column,"App: Microsoft Excel, importance=3.0",evolved
2,4,4,Ctrl+Shift+%,Key Press,%,L Ctrl+L Shift,Percent format,"App: Microsoft Excel, importance=1.5",evolved
2,5,4,Ctrl+Shift+1,Key Press,1 and Bang,L Ctrl+L Shift,Extra large icons,"App: File Explorer, importance=0.09000000000000001",evolved
2,7,4,forwardslash_combo,Key Press,ForwardSlash and QuestionMark,,Evolved (evo_best_gen150): Sends ?.,Sends ?.,canonical
2,8,4,left brace_combo,Key Press,Left Brace,,Evolved (evo_best_gen150): Sends {.,Sends {.,canonical
2,4,5,Ctrl+[,Key Press,Left Brace,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+{.,Sends L Ctrl+{.,canonical
2,5,5,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
2,7,5,right brace_combo,Key Press,Right Brace,,Evolved (evo_best_gen150): Sends }.,Sends }.,canonical
3,0,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
3,1,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
3,2,0,equal,Key Press,Equals and Plus,,Evolved (evo_best_gen150): Sends =.,Sends =.,canonical
3,3,0,_base_n,Key Press,_base_n,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
3,4,0,QSett,Key Press,A,L GUI,v2.2: Win+A — Quick Settings. Fills empty L3 y0.,Sends L GUI+A.,canonical
3,5,0,Notif,Key Press,N,L GUI,v2.2: Win+N — Notifications. Fills empty L3 y0.,Sends L GUI+N.,canonical
3,7,0,TskCy,Key Press,T,L GUI,v2.2: Win+T — Cycle taskbar. Fills empty L3 y0.,Sends L GUI+T.,canonical
3,8,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
3,9,0,Win+A,Key Press,A,L GUI,Quick settings / Action center,"App: Windows 11, importance=1.0",evolved
3,10,0,Win+M,Key Press,M,L GUI,Minimize all windows,"App: Windows 11, importance=1.0",evolved
3,11,0,left bracket_combo,Key Press,9 and Left Bracket,,Evolved (evo_best_gen150): Sends 9.,Sends 9.,canonical
3,12,0,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
3,0,1,BT1,Bluetooth,BT_SEL 1,,Evolved (evo_best_gen150): Bluetooth: BT_SEL 1,,canonical
3,1,1,f17,Key Press,F17,,Evolved (evo_best_gen150): Sends F17.,Sends F17.,canonical
3,2,1,Ctrl+B,Key Press,B,L Ctrl,Bold,"App: Microsoft Teams, importance=6.0",evolved
3,3,1,Ctrl+6,Key Press,6 and Caret,L Ctrl,Files,"App: Microsoft Teams, importance=3.0",evolved
3,4,1,Ctrl+P,Key Press,P,L Ctrl,Print,"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
3,5,1,Ctrl+Shift+I,Key Press,I,L Ctrl+L Shift,Open DevTools (alt),"App: Browser (Chrome/Edge), importance=2.8499999999999996",evolved
3,7,1,"Ctrl+,",Key Press,Comma and LessThan,L Ctrl,Open settings,"App: Visual Studio Code, importance=2.7",evolved
3,8,1,F9,Key Press,F9,,Toggle breakpoint,"App: Visual Studio Code, importance=5.4",evolved
3,9,1,Alt+Tab,Key Press,Tab,L Alt,Switch apps,"App: Windows 11, importance=10.0",evolved
3,10,1,Win+3,Key Press,3 and Hash,L GUI,Open/switch pinned app 3,"App: Windows 11, importance=6.0",evolved
3,11,1,ScrollDown,Key Press,ScrollDown,,Scroll down,"App: Mouse, importance=7.0",evolved
3,12,1,Shift+F8,Key Press,F8,L Shift,Evolved (evo_best_gen150): Sends L Shift+F8.,Sends L Shift+F8.,canonical
3,0,2,Ctrl+U,Key Press,U,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+U.,Sends L Ctrl+U.,canonical
3,1,2,Ctrl+Shift+D,Key Press,D,L Ctrl+L Shift,Decline call,"App: Microsoft Teams, importance=3.0",evolved
3,2,2,Ctrl+V,Key Press,V,L Ctrl,Paste,"App: Microsoft Teams, importance=10.0",evolved
3,3,2,Ctrl+2,Key Press,2 and At,L Ctrl,Chat,"App: Microsoft Teams, importance=10.0",evolved
3,4,2,Ctrl+Shift+C,Key Press,C,L Ctrl+L Shift,Inspect element,"App: Browser (Chrome/Edge), importance=5.699999999999999",evolved
3,5,2,Ctrl+W,Key Press,W,L Ctrl,Close tab,"App: Browser (Chrome/Edge), importance=9.5",evolved
3,7,2,Ctrl+Shift+Z,Key Press,Z,L Ctrl+L Shift,Redo,"App: Visual Studio Code, importance=5.4",evolved
3,8,2,Ctrl+Alt+Up,Key Press,UpArrow,L Ctrl+L Alt,Add cursor above,"App: Visual Studio Code, importance=5.4",evolved
3,9,2,Alt+F4,Key Press,F4,L Alt,Close window,"App: Windows 11, importance=6.0",evolved
3,10,2,Win+Space,Key Press,Spacebar,L GUI,Switch input language,"App: Windows 11, importance=6.0",evolved
3,11,2,Ctrl+Shift+H,Key Press,H,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+H.,Sends L Ctrl+L Shift+H.,canonical
3,12,2,Ctrl+Shift+E,Key Press,E,L Ctrl+L Shift,Evolved (evo_best_gen150): Sends L Ctrl+L Shift+E.,Sends L Ctrl+L Shift+E.,canonical
3,0,3,Ctrl+O,Key Press,O,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+O.,Sends L Ctrl+O.,canonical
3,1,3,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
3,2,3,Transparen,Transparent,,,Evolved (evo_best_gen150): Transparent/reserved: falls through to lower active layer or does nothing if no lower binding applies.,Intentionally leaves the underlying layer behavior available.,canonical
3,3,3,Ctrl+Left,Key Press,LeftArrow,L Ctrl,Jump to left edge of data,"App: Microsoft Excel, importance=5.0",evolved
3,4,3,Ctrl+;,Key Press,SemiColon and Colon,L Ctrl,Insert current date,"App: Microsoft Excel, importance=1.5",evolved
3,5,3,Ctrl+8,Key Press,8 and Star,L Ctrl,Switch to tab 8,"App: Browser (Chrome/Edge), importance=0.19",evolved
3,7,3,Tab,Key Press,Tab,L Alt,"Window, app, language, or desktop workflow shortcut.",Sends L Alt+Tab.,canonical
3,8,3,Ctrl+Y,Key Press,Y,L Ctrl,Evolved (evo_best_gen150): Sends L Ctrl+Y.,Sends L Ctrl+Y.,canonical
3,9,3,BT3,Bluetooth,BT_SEL 3,,Evolved (evo_best_gen150): Bluetooth: BT_SEL 3,,canonical
3,10,3,_base_\,Key Press,_base_\,,Base typing key for the permanent L0 layout.,"App: Base, importance=0.0",evolved
